c_02	c_1	c_2	c_3	c_4	t_1
1491937312847192229	14771401151246747869	4373972208721277429	11285758582461727578	2830551637498085087	1511211578119
16620095031046142805	14771401151246747869	9309419197854027169	13064374487915183079	12503043016275546053	1510622276367
5032090355072484807	14771401151246747869	6265505066706722499	10094732775563391999	2306480309302325259	1510622939274
17296192895996216593	14771401151246747869	2079385980514303333	13064374487915183079	8386389002440712090	1511241522298
10039997604068094011	14771401151246747869	12977062787677187770	1380988313069126961	3147549517309679058	1510716543237
6187701952426024106	14771401151246747869	9756144978243305597	10094732775563391999	12178632648159032351	1510466087304
2369054452289607372	14771401151246747869	7394770451158064835	1380988313069126961	8386389002440712090	1510426012463
17688821383335037597	14771401151246747869	11931013214888729305	10094732775563391999	3420121742070675827	1511237671462
5192417561343930937	14771401151246747869	8700446180845171229	3644727946432331242	12178632648159032351	1510722639399
5757172016044987087	14771401151246747869	9959262284160717699	13064374487915183079	12306608871749386057	1510881430288
13829519697670022847	14771401151246747869	2843318416447724372	1380988313069126961	3749581593251313035	1510449215394
9516952029465743672	14771401151246747869	469816780523862937	10094732775563391999	15901097786019369221	1510511848474
14403554660461140826	14771401151246747869	9441112296384913713	10094732775563391999	12503043016275546053	1511156579235
6421019889768724414	14771401151246747869	14636555461325217637	1380988313069126961	3749581593251313035	1511232458452
6462064056829915338	14771401151246747869	13484597852757757422	10094732775563391999	15901097786019369221	1511049205232
15100472469943245101	14771401151246747869	15380637394013853524	1380988313069126961	18244986807144649004	1511126463446
1762300949447501459	14771401151246747869	14635851585908261382	1380988313069126961	13063420908343408112	1510512411366
11387447819700159470	14771401151246747869	997029438095727604	3644727946432331242	3749581593251313035	1511208334126
18109761187834522920	14771401151246747869	14150596124851038794	10094732775563391999	17679713111586431708	1510688739382
13903326784587869869	14771401151246747869	7741230353079965359	13064374487915183079	3749581593251313035	1510516684306
838234152566649335	14771401151246747869	3807286382513310945	13064374487915183079	12503043016275546053	1510437847153
7375915005265743487	14771401151246747869	11902619449618374927	11285758582461727578	3749581593251313035	1510765489216
17427604768859980468	14771401151246747869	13864061529509004911	11285758582461727578	4813927313822211477	1511128027437
9840334811115314802	14771401151246747869	5541219683755409036	11285758582461727578	2830551637498085087	1511030986123
4000018692786729493	14771401151246747869	6737079621534299270	10094732775563391999	12178632648159032351	1510809697375
6425662922106931759	14771401151246747869	15522142888295244400	3644727946432331242	13063420908343408112	1510941953408
6779883567993703360	14771401151246747869	7131673121959933404	10094732775563391999	14738979299495365534	1510884934118
3237266109779221238	14771401151246747869	775215019820429565	3644727946432331242	16220618558385385390	1511220398151
1863635526799426787	14771401151246747869	5059636703184187461	4333393905363336546	5772332140381239982	1510680930435
1615714773490894056	14771401151246747869	8004925973652654582	10094732775563391999	11824289999859544450	1510685197112
16423923907232403602	14771401151246747869	9482827039625385067	11285758582461727578	12503043016275546053	1511141064276
750722523220575151	14771401151246747869	7416321179466494093	11285758582461727578	11072573334190504631	1510702035242
15862552844273050806	14771401151246747869	13341600537934962594	1380988313069126961	7660639577192428716	1510970763167
18205000328350001882	14771401151246747869	6374201589472510672	10094732775563391999	6163343752015047808	1511118955239
16650310568135848715	14771401151246747869	14951420697248179340	13064374487915183079	6690428115669065630	1510360241441
4801548167898020591	14771401151246747869	16246528744760431449	1380988313069126961	8386389002440712090	1510509719305
3614002734049096556	14771401151246747869	11130962280825315283	3644727946432331242	13063420908343408112	1510967091231
12556444527214843801	14771401151246747869	11863338192976023085	11285758582461727578	11072573334190504631	1511217315201
16254467344835996122	14771401151246747869	12774772610071316184	3644727946432331242	3749581593251313035	1511223483456
5451475288161899408	14771401151246747869	5820972703647253225	4333393905363336546	8386389002440712090	1511127354318
12982346634149758927	14771401151246747869	7142012291632912996	10094732775563391999	15901097786019369221	1510356250391
18027565686863125243	14771401151246747869	1839806443436644451	1380988313069126961	13063420908343408112	1510763527360
14264604615902559352	14771401151246747869	15331068857236822482	4333393905363336546	12345417837605510741	1511128606302
4688827166273041242	14771401151246747869	10080525865164414856	1380988313069126961	8386389002440712090	1510870830314
6228752236924992583	14771401151246747869	15017877055212670361	11285758582461727578	1110603014897499905	1511239687109
18208835188872863890	14771401151246747869	7972413616556851096	13064374487915183079	9186336969896257796	1510455051436
13082182837589731261	14771401151246747869	12161661610306481378	11285758582461727578	13063420908343408112	1511109532270
2886613413021395732	14771401151246747869	6462356101827214928	13064374487915183079	8386389002440712090	1510870778377
15224267282997461439	14771401151246747869	15518081004740379615	13064374487915183079	12178632648159032351	1511059139250
14491377460669179437	14771401151246747869	5176709900861285509	11285758582461727578	13063420908343408112	1511127793340
11322179598276819078	14771401151246747869	7837529168535647072	1380988313069126961	8386389002440712090	1510440499193
117101420539299296	14771401151246747869	8241063155583913133	11285758582461727578	12503043016275546053	1511113478304
3763340667625003818	14771401151246747869	17986429235573221177	13064374487915183079	11255986084234055811	1510875515245
1111194987988304904	14771401151246747869	8340106188783632185	10094732775563391999	12178632648159032351	1510439460140
488218746967187640	14771401151246747869	4633697573433694920	13064374487915183079	13063420908343408112	1511134030329
3347918303649347043	14771401151246747869	7300895269134772982	13064374487915183079	13063420908343408112	1510780289130
15960580971173655080	14771401151246747869	10919626194876997546	10094732775563391999	11824289999859544450	1511122904236
9398170275532689558	14771401151246747869	8779753329984914432	11285758582461727578	12178632648159032351	1510435094135
14914130801600622139	14771401151246747869	467420468907373659	4333393905363336546	8386389002440712090	1511036912361
15310973199401012350	14771401151246747869	9151590579513809786	11285758582461727578	9041227463624712301	1510807577181
15136873604666351980	14771401151246747869	14600956189796989536	13064374487915183079	3749581593251313035	1511221896326
15425709499629724496	14771401151246747869	3932939118254109192	4333393905363336546	3749581593251313035	1510694938325
6233680134162439775	14771401151246747869	13093062027359993948	1380988313069126961	8386389002440712090	1510790462111
9709072827821437423	14771401151246747869	14008934380409649741	10094732775563391999	12178632648159032351	1510783805395
3405600131335102405	14771401151246747869	13696714501671298586	10094732775563391999	14738979299495365534	1510869755465
18326392957834499172	14771401151246747869	12716619521224687999	11285758582461727578	6004537435579880580	1511213331454
2753557985347818932	14771401151246747869	535625225367208812	10094732775563391999	12503043016275546053	1511130381388
17693279649174970384	14771401151246747869	14577541400619730252	10094732775563391999	5811138887350930418	1511213951206
18118910218231463274	14771401151246747869	116338527411034698	3644727946432331242	12503043016275546053	1511216937343
17968249929529181432	14771401151246747869	14630651954274833523	1380988313069126961	8386389002440712090	1510608023354
4644202795887548937	14771401151246747869	6513562012940956739	10094732775563391999	14738979299495365534	1510884431213
9998898855830341246	14771401151246747869	14855958931421210597	1380988313069126961	7660639577192428716	1510786997244
543131190035785233	14771401151246747869	11539130836263386495	10094732775563391999	9186336969896257796	1510694930225
2927877757886766908	14771401151246747869	7190563798934307975	1380988313069126961	8386389002440712090	1510709398416
16013337233571149358	14771401151246747869	974108276246328359	1380988313069126961	8386389002440712090	1510441141246
6735138667382829800	14771401151246747869	16633953625607119984	11285758582461727578	11255986084234055811	1510518823235
13781886535743509945	14771401151246747869	5797018582262978649	13064374487915183079	13063420908343408112	1510853839362
14039730893000160001	14771401151246747869	5038827188815612502	1380988313069126961	5772332140381239982	1510784002204
5052059444474772097	14771401151246747869	14933446380790801320	1380988313069126961	12503043016275546053	1510676166300
4297565575153053381	14771401151246747869	3720446384571126125	13064374487915183079	12178632648159032351	1511241432123
8518823837030961070	14771401151246747869	9438901601528770870	3644727946432331242	6163343752015047808	1510339831446
3126626562087950787	14771401151246747869	4040184769686378372	3644727946432331242	13063420908343408112	1511129827181
14460152436437465739	14771401151246747869	7804662934631096013	10094732775563391999	12503043016275546053	1510599643115
8088362247330088954	14771401151246747869	4702531897057245265	13064374487915183079	13063420908343408112	1510769642201
9350451950133714450	14771401151246747869	16283955170101250582	10094732775563391999	12503043016275546053	1510705279400
16157444492190229425	14771401151246747869	13362533987105400390	10094732775563391999	2306480309302325259	1510186168132
9487205939547790070	14771401151246747869	17062656992035104606	10094732775563391999	15901097786019369221	1511061053410
16001440371736445613	14771401151246747869	975469095413154882	4333393905363336546	8386389002440712090	1511196202146
5297601546361152366	14771401151246747869	17052188193334642167	1380988313069126961	12178632648159032351	1510539996168
16959413309252582210	14771401151246747869	6876488674835401406	10094732775563391999	14738979299495365534	1510426232281
15517881535780455167	14771401151246747869	9095175957597870485	10094732775563391999	12178632648159032351	1510381620406
609284073742775274	14771401151246747869	3907342671108894895	1380988313069126961	13063420908343408112	1511217454183
13071867659117466563	14771401151246747869	16024451261603643551	1380988313069126961	8386389002440712090	1510871443295
10105071315993647362	14771401151246747869	2998182207245793560	13064374487915183079	3749581593251313035	1511214090419
27665338256637219	14771401151246747869	3325322372799432831	13064374487915183079	12503043016275546053	1510790422479
104965647566006281	14771401151246747869	9898337570458288728	1380988313069126961	7660639577192428716	1510787009270
10411292529008225853	14771401151246747869	7134414350998239309	13064374487915183079	6690428115669065630	1510625823170
17887674374067468251	14771401151246747869	12430699313664073045	1380988313069126961	8386389002440712090	1511222524164
17221281780563639742	14771401151246747869	16724706815953003138	13064374487915183079	3749581593251313035	1510871044165
2576147908148524792	14771401151246747869	871658482001806758	11285758582461727578	13063420908343408112	1510798212414
1579278227462224853	14771401151246747869	8168946816734574749	10094732775563391999	5811138887350930418	1511217912420
12177929372805552470	14771401151246747869	16535383474044776073	1380988313069126961	15901097786019369221	1510436386279
8659889533292870248	14771401151246747869	13030113673819392683	10094732775563391999	8386389002440712090	1510770664347
10768089900295237768	14771401151246747869	18355687525557522071	13064374487915183079	1529443052275030870	1510787792333
1910618174267857878	14771401151246747869	15915706548885143706	1380988313069126961	3749581593251313035	1511202020205
8630796252368544193	14771401151246747869	10917307202265049416	10094732775563391999	7694759065736235622	1511028456103
1470046085510730004	14771401151246747869	15447887667678965268	13064374487915183079	11824289999859544450	1511221861256
1720287454613831659	14771401151246747869	6053103253693224316	13064374487915183079	7694759065736235622	1510624581256
9802758055416208247	14771401151246747869	5512650680254384665	13064374487915183079	12503043016275546053	1510685624209
12742626845163132040	14771401151246747869	16108618934155973529	13064374487915183079	8386389002440712090	1510774325458
8690509698486764141	14771401151246747869	15059300445602981085	1380988313069126961	3147549517309679058	1511135167458
16186100246418746080	14771401151246747869	7418078100289906383	11285758582461727578	3749581593251313035	1510376329343
2561643293140465369	14771401151246747869	4351175123674730359	11285758582461727578	8386389002440712090	1510539930149
9773549407958027954	14771401151246747869	16052762685889704928	1380988313069126961	5772332140381239982	1510893184261
7470250641928381911	14771401151246747869	14792055182468098297	11285758582461727578	13063420908343408112	1511202951232
12307136982628134062	14771401151246747869	8004416828007454243	11285758582461727578	12503043016275546053	1510385898451
11876343092894057328	14771401151246747869	2547900385850149560	3644727946432331242	17679713111586431708	1510973800295
16462197245085806025	14771401151246747869	429583007958162265	13064374487915183079	8386389002440712090	1510971609152
15150760392999593698	14771401151246747869	10044702972503001977	4333393905363336546	8303653698609915605	1510698285285
8231664779794509614	14771401151246747869	15958868623830447369	10094732775563391999	17591679367798939946	1510717797364
12421964728104157892	14771401151246747869	9304031873297096426	11285758582461727578	12178632648159032351	1510629972122
13718297444993866163	14771401151246747869	16018455216454800362	10094732775563391999	13435032554089509109	1510808163202
1610804620647385116	14771401151246747869	4863171024509408143	10094732775563391999	15216814587921139684	1510715819448
7654047404676613632	14771401151246747869	9253157111516198577	1380988313069126961	8386389002440712090	1511211054318
2244512681764370641	14771401151246747869	17560384150949039396	11285758582461727578	15901097786019369221	1510434505131
6132430058982323383	14771401151246747869	9868791185556981198	1380988313069126961	15901097786019369221	1510787800224
11965830433212900455	14771401151246747869	15605356813099616423	10094732775563391999	17591679367798939946	1510611373276
3021526478148004198	14771401151246747869	14834983711186979448	1380988313069126961	6163343752015047808	1511114394380
17723848684107972185	14771401151246747869	3272447360564526854	13064374487915183079	11877052724038457741	1510871305290
1058349203597973250	14771401151246747869	1041394756665282172	10094732775563391999	17679713111586431708	1510888943342
11471352374149902753	14771401151246747869	13918322012419473920	13064374487915183079	12178632648159032351	1511145361304
16685790579382855488	14771401151246747869	6013831278710039507	4333393905363336546	8386389002440712090	1511219327398
8945232580901907439	14771401151246747869	496492666232558254	11285758582461727578	11255986084234055811	1511032138309
491108372716207720	14771401151246747869	10529957877872951198	4333393905363336546	3147549517309679058	1510880566339
3318627862358511457	14771401151246747869	10527819199656346311	4333393905363336546	3749581593251313035	1510945292241
5491581079786345119	14771401151246747869	4989569956250864719	11285758582461727578	13063420908343408112	1511115898203
12932393784942154075	14771401151246747869	15191170177990952461	13064374487915183079	13063420908343408112	1511212069344
9782563747700425186	14771401151246747869	7788533340137757746	11285758582461727578	12503043016275546053	1510712974398
10697080745765594508	14771401151246747869	1966386339265264725	4333393905363336546	3749581593251313035	1510893223360
1460449015898075165	14771401151246747869	9410160698447624732	11285758582461727578	15901097786019369221	1510874326241
13350185239065796408	14771401151246747869	2401201767012633156	10094732775563391999	1529443052275030870	1510775096153
13292663135222691291	14771401151246747869	11260361790312768559	10094732775563391999	15901097786019369221	1510431312115
14274471402177807292	14771401151246747869	957071565977362222	13064374487915183079	6690428115669065630	1510691974485
1813731286348026435	14771401151246747869	11266778369356520429	11285758582461727578	12503043016275546053	1511046332382
1306851755085942508	14771401151246747869	16316650646146856354	10094732775563391999	12503043016275546053	1511133027277
13496536582767871119	14771401151246747869	10377702037718328417	13064374487915183079	17513848080500584270	1510601340227
9979388592751259388	14771401151246747869	8254026691797251604	1380988313069126961	8386389002440712090	1511227360130
11104891590864913428	14771401151246747869	4143571664222266306	13064374487915183079	12178632648159032351	1510600817473
2487836206222565074	14771401151246747869	16854323820682154491	11285758582461727578	13063420908343408112	1510455220458
14621876408153177092	14771401151246747869	13633635598642728068	1380988313069126961	15901097786019369221	1510875539316
758729939599509219	14771401151246747869	11777807256885772189	1380988313069126961	13063420908343408112	1510514024135
3144212866016543572	14771401151246747869	16288719629375947090	13064374487915183079	3749581593251313035	1510785595481
9878360988322189900	14771401151246747869	16186054368249903455	1380988313069126961	8386389002440712090	1511053237419
17689681657565873888	14771401151246747869	1067202304717644672	13064374487915183079	5811138887350930418	1510795816271
12207639219156322502	14771401151246747869	8038455607966251599	11285758582461727578	12503043016275546053	1510352711309
15882677315943993467	14771401151246747869	17160783683041866410	1380988313069126961	7660639577192428716	1510789997238
11757100692568633190	14771401151246747869	1732779399840625279	11285758582461727578	12503043016275546053	1510715785397
17544439195832288914	14771401151246747869	7283948341664885674	13064374487915183079	2964807266828801482	1510466260487
12692869459199692549	14771401151246747869	17141572891515515539	4333393905363336546	8386389002440712090	1510886219128
15946802960206110633	14771401151246747869	11156505121483739199	11285758582461727578	9822655642525379346	1510699590375
15678072363286731213	14771401151246747869	18384263356371884371	1380988313069126961	8386389002440712090	1510695357126
1880334256544776291	14771401151246747869	12233734193990354118	11285758582461727578	2830551637498085087	1510703718121
15158518063339629655	14771401151246747869	5500850673041460021	1380988313069126961	8386389002440712090	1510774842461
5249814524130450208	14771401151246747869	18406919502211548821	13064374487915183079	13063420908343408112	1510944205337
411118165337556803	14771401151246747869	4606231060416727274	11285758582461727578	15901097786019369221	1510871374361
8510448520890076972	14771401151246747869	7858837042605823515	10094732775563391999	14738979299495365534	1510455735212
4813659358284055201	14771401151246747869	7768973556059973383	13064374487915183079	6690428115669065630	1510789967441
7780834757528177967	14771401151246747869	2658993441178807037	3644727946432331242	8386389002440712090	1511043365393
2160378282516821705	14771401151246747869	13345401404279263735	11285758582461727578	3749581593251313035	1510437093298
14357406814669211816	14771401151246747869	1774343685510141151	1380988313069126961	8386389002440712090	1510515560489
5414737905968127316	14771401151246747869	7174538426889274577	11285758582461727578	12503043016275546053	1511135597144
4890147772305366696	14771401151246747869	12505645529942561947	1380988313069126961	3749581593251313035	1511156343353
1759017305955253456	14771401151246747869	8365621470607674657	1380988313069126961	6690428115669065630	1510541336114
8767882377257732127	14771401151246747869	4113140241861637939	3644727946432331242	6690428115669065630	1510446794317
16144092869022957844	14771401151246747869	2650241566297918677	11285758582461727578	6163343752015047808	1511244019423
17117139263987108968	14771401151246747869	6219103428616866158	4333393905363336546	3749581593251313035	1511047282470
17258332972961882632	14771401151246747869	13074775141597471591	13064374487915183079	12503043016275546053	1510972975445
10445890607454973440	14771401151246747869	12427037883062624933	3644727946432331242	12178632648159032351	1510437362454
672202115729912014	14771401151246747869	13850033786470724533	11285758582461727578	2830551637498085087	1510463733454
1912463483328917317	14771401151246747869	6868671250016539144	10094732775563391999	8386389002440712090	1511144985414
11717841069457649913	14771401151246747869	14389260137440377107	10094732775563391999	15901097786019369221	1510525651280
13911620285987730573	14771401151246747869	8546482025846522777	13064374487915183079	13063420908343408112	1510630248277
553420361796981448	14771401151246747869	2568814043344740098	13064374487915183079	7660639577192428716	1510428642192
12787021839431197221	14771401151246747869	16647309709193319420	1380988313069126961	8386389002440712090	1510612303388
15956882157122728814	14771401151246747869	2582063384042311156	4333393905363336546	13063420908343408112	1511207026449
11235110408595841493	14771401151246747869	8266353647955116171	10094732775563391999	11824289999859544450	1511197867403
7006593895665286014	14771401151246747869	3203027279917697398	10094732775563391999	7694759065736235622	1511056397136
8873804145406125326	14771401151246747869	15025902633086465275	13064374487915183079	2306480309302325259	1511229379143
11041430119933095337	14771401151246747869	13205957325700049274	11285758582461727578	12178632648159032351	1510782730187
3360690896050431913	14771401151246747869	4388665851031249300	1380988313069126961	8386389002440712090	1511056761344
6492448325264372191	14771401151246747869	18424374932977018565	13064374487915183079	13063420908343408112	1510952801419
3540664391170335578	14771401151246747869	7490962504238944636	1380988313069126961	6220455810135880725	1511147419214
14826426797933637931	14771401151246747869	8175791951963177276	13064374487915183079	13063420908343408112	1510940851153
13282903570452423395	14771401151246747869	17752140156985096451	3644727946432331242	13063420908343408112	1510602213390
13723069521038168048	14771401151246747869	17354825839127392531	1380988313069126961	7660639577192428716	1511131671239
8878471892304420842	14771401151246747869	16097193356966975314	10094732775563391999	8386389002440712090	1510787189202
15830761454773741773	14771401151246747869	10169604856900401594	10094732775563391999	15617368181448847117	1510419928290
15826269057881693880	14771401151246747869	14989792581497773196	11285758582461727578	3749581593251313035	1510605600190
13586829355551632935	14771401151246747869	2415485335799327747	11285758582461727578	8386389002440712090	1510875247106
3304129525369542430	14771401151246747869	5744116653051767380	11285758582461727578	12503043016275546053	1510679229099
17522211077186806020	14771401151246747869	11449839391891984907	3644727946432331242	8386389002440712090	1510765323367
16372950346439677169	14771401151246747869	14615195412424768624	11285758582461727578	12503043016275546053	1510426193329
15735765491421454409	14771401151246747869	5700796798447359208	1380988313069126961	13063420908343408112	1511132070140
16135224242966593384	14771401151246747869	8531023750470933743	11285758582461727578	12503043016275546053	1510686900382
4769082445529786138	14771401151246747869	8913959498701275579	13064374487915183079	8594277609999955962	1511112640157
3463385157744324986	14771401151246747869	13801065311758055628	11285758582461727578	6004537435579880580	1511228706464
13528859562644048207	14771401151246747869	6130320216475232534	13064374487915183079	3749581593251313035	1510790488363
13177685851916882547	14771401151246747869	11424526159093730016	1380988313069126961	13063420908343408112	1510798852290
13676265437834159203	14771401151246747869	5053956212940754453	10094732775563391999	5811138887350930418	1511203237428
4024329253173940551	14771401151246747869	17460040708331254435	1380988313069126961	8386389002440712090	1510515864114
5284453218729376588	14771401151246747869	3783816841930257475	11285758582461727578	3749581593251313035	1510624181214
3466459549991665781	14771401151246747869	4168241483487464300	11285758582461727578	6163343752015047808	1510790778396
10270439264296484618	14771401151246747869	7359765024465928218	10094732775563391999	6163343752015047808	1510512527292
17990117504380551671	14771401151246747869	4525372152138962534	1380988313069126961	3147549517309679058	1510525765308
1105153286801949486	14771401151246747869	14945818170097898200	4333393905363336546	13063420908343408112	1510859182294
2566899053938261725	14771401151246747869	1492332162495389678	13064374487915183079	8386389002440712090	1510850051251
4172810379088052346	14771401151246747869	14623774485617431123	11285758582461727578	8386389002440712090	1511119524399
11364361080967245735	14771401151246747869	8573466481265684551	13064374487915183079	3749581593251313035	1511040405119
7635201480853809788	14771401151246747869	6981203895881066496	3644727946432331242	12178632648159032351	1510875336296
12218193296869921010	14771401151246747869	2736679645420699871	11285758582461727578	12503043016275546053	1510611568487
11313242978521654563	14771401151246747869	2958391957140043585	3644727946432331242	12178632648159032351	1510790122151
15437964510677509296	14771401151246747869	914944464608273902	11285758582461727578	13063420908343408112	1510809162403
14146227806272116771	14771401151246747869	13339791226292596210	3644727946432331242	12178632648159032351	1510778626389
6828582499117034079	14771401151246747869	12744643985607822253	10094732775563391999	8386389002440712090	1511027167205
3168147594920866944	14771401151246747869	13170869850889383910	1380988313069126961	11824289999859544450	1511034986482
2332718004661741299	14771401151246747869	7927871425244144825	4333393905363336546	9186336969896257796	1511043401139
17358905819642754563	14771401151246747869	16944466326482008294	1380988313069126961	6220455810135880725	1511151873308
11635476607327707012	14771401151246747869	11426905488980330079	11285758582461727578	12503043016275546053	1511111174460
15832168575838334459	14771401151246747869	14691260343533528249	1380988313069126961	8386389002440712090	1511110274408
3161885362949181841	14771401151246747869	6686207454319343713	3644727946432331242	8386389002440712090	1511242266102
11034912343404277475	14771401151246747869	7150539176667124166	1380988313069126961	3749581593251313035	1511145543247
5564250852663809410	14771401151246747869	12270967786975730519	10094732775563391999	1529443052275030870	1510947230286
15576604937626190862	14771401151246747869	16669195442944006554	13064374487915183079	13063420908343408112	1510607604333
5680857352748222601	14771401151246747869	318293801090816234	1380988313069126961	3749581593251313035	1510425929288
6458409191097301265	14771401151246747869	9666532733782081527	11285758582461727578	15901097786019369221	1510782037356
1471955992893761453	14771401151246747869	7668482520979560653	4333393905363336546	8386389002440712090	1511110037178
15384524530042017330	14771401151246747869	2188376569752189868	13064374487915183079	14738979299495365534	1511196633440
1208636175403279120	14771401151246747869	4871600499654092279	1380988313069126961	8386389002440712090	1510780046407
3802772046397752652	14771401151246747869	10910836221575727308	13064374487915183079	3147549517309679058	1511115376369
2585744977761195385	14771401151246747869	422227840380642815	13064374487915183079	15901097786019369221	1511125439165
14773032355430991161	14771401151246747869	10085576616017277601	11285758582461727578	11433701526147951582	1510621154209
65728558415267043	14771401151246747869	3126218577898165378	11285758582461727578	9186336969896257796	1510443928272
16882368655770522430	14771401151246747869	15155699846891511896	13064374487915183079	1635547211220540137	1511133911250
1573011885083287446	14771401151246747869	16754621396375410329	4333393905363336546	16753307855305744920	1510425318402
7501899284517067817	14771401151246747869	15946993583944205562	1380988313069126961	8386389002440712090	1510769607268
6142027128594912702	14771401151246747869	5693785839586824955	13064374487915183079	13063420908343408112	1511128740445
4383402447999130750	14771401151246747869	5677066936092410063	10094732775563391999	5811138887350930418	1511061328342
6229037101824158856	14771401151246747869	13991914964524453715	11285758582461727578	13063420908343408112	1511126215355
873917442638152151	14771401151246747869	4103319985010904906	11285758582461727578	1110603014897499905	1510870594252
7806324862243432055	14771401151246747869	9829247899170257947	4333393905363336546	8386389002440712090	1510439154326
611960050428721812	14771401151246747869	6585945335809592931	4333393905363336546	8386389002440712090	1510779528139
1570069882772879736	14771401151246747869	6919126275067298902	10094732775563391999	12178632648159032351	1510798435304
10367632008202619526	14771401151246747869	15015049223255320291	4333393905363336546	8386389002440712090	1511111020417
8908444661221238930	14771401151246747869	7721274643851438331	10094732775563391999	11824289999859544450	1510675998429
548424655086193467	14771401151246747869	5650293372495345023	4333393905363336546	8386389002440712090	1511109851197
586216129402229991	14771401151246747869	1121046702548219159	11285758582461727578	8386389002440712090	1510600606196
8799599304227522138	14771401151246747869	1048315408803631130	13064374487915183079	8303653698609915605	1510870887256
15832251444775415082	14771401151246747869	14541358964249269066	1380988313069126961	15901097786019369221	1510532334194
14085866406203080252	14771401151246747869	7895142003671150132	13064374487915183079	15901097786019369221	1510773008167
18169703823236067621	14771401151246747869	16145936667509706810	1380988313069126961	15901097786019369221	1510859842353
8660125430052339872	14771401151246747869	2320633228604369766	10094732775563391999	6163343752015047808	1511211039197
14972873186262094412	14771401151246747869	7661701696758130278	11285758582461727578	6163343752015047808	1510435023315
18213906181583744804	14771401151246747869	2155066951571251913	11285758582461727578	3749581593251313035	1510445519149
8158693922638659446	14771401151246747869	15181933003370771972	10094732775563391999	3147549517309679058	1511052679218
3261909160211301871	14771401151246747869	8880533670756440239	11285758582461727578	8386389002440712090	1510793977292
683275927159083983	14771401151246747869	2332647120425215662	10094732775563391999	5154652516984136200	1510788873193
8855611732120876880	14771401151246747869	11325553246869327527	1380988313069126961	3749581593251313035	1510957493297
16977827247313054979	14771401151246747869	17751905173996617262	11285758582461727578	15901097786019369221	1510528606420
14065855811701371247	14771401151246747869	14594936113643112639	11285758582461727578	13063420908343408112	1510706939289
13993553687863975264	14771401151246747869	18262159314498534746	1380988313069126961	8386389002440712090	1510883853355
15561854027274284037	14771401151246747869	57112890050654213	1380988313069126961	6690428115669065630	1510387590487
529096845670342512	14771401151246747869	661903497088463009	11285758582461727578	13063420908343408112	1510898104399
7152952144733825943	14771401151246747869	9441137938821088352	11285758582461727578	12503043016275546053	1510882559315
8042344809236055895	14771401151246747869	15656235832856371878	11285758582461727578	13063420908343408112	1510787590247
6160919040131421393	14771401151246747869	13772644534766820034	11285758582461727578	13063420908343408112	1510600312312
12386106407054728428	14771401151246747869	7972413616556851096	13064374487915183079	9186336969896257796	1510852677484
13783928939694861440	14771401151246747869	1393945454953998781	1380988313069126961	8386389002440712090	1511113769380
10507029871189358690	14771401151246747869	14423334545214903563	10094732775563391999	14738979299495365534	1510435840342
9755068491096888744	14771401151246747869	8884619689210421230	3644727946432331242	12178632648159032351	1510962693349
16144263582165354214	14771401151246747869	18031165405087752233	10094732775563391999	12178632648159032351	1510415802143
16332846474313841592	14771401151246747869	123448353327195992	10094732775563391999	11824289999859544450	1511111267178
5867796690086855986	14771401151246747869	5162701704241110847	10094732775563391999	7527979777863649906	1511154245389
7889260274734738653	14771401151246747869	6163346305109928983	10094732775563391999	14738979299495365534	1510370861135
2720229980477064327	14771401151246747869	15269240052869950736	13064374487915183079	13063420908343408112	1510452172283
14787443547149945023	14771401151246747869	13860127522739494936	1380988313069126961	8386389002440712090	1511218503115
9764518890447247564	14771401151246747869	15007444141526111706	11285758582461727578	15901097786019369221	1510773156412
8299778665603716804	14771401151246747869	5710894539492646023	13064374487915183079	6690428115669065630	1510774548381
3557975246692031708	14771401151246747869	433165132625107718	13064374487915183079	11207613014823762635	1510878902273
595882248827752412	14771401151246747869	10541956861290392044	1380988313069126961	8386389002440712090	1510948951116
9395570700430037387	14771401151246747869	4180608073674683033	3644727946432331242	13063420908343408112	1510785137449
18139319554801643640	14771401151246747869	7751747737788138570	1380988313069126961	15901097786019369221	1510886990136
4331478718995780066	14771401151246747869	17406912680271651036	13064374487915183079	13063420908343408112	1510713715392
15414908798476735575	14771401151246747869	14159745049577156126	11285758582461727578	12503043016275546053	1511128010452
12389345791079105460	14771401151246747869	18197326232249620481	13064374487915183079	6907752302084600497	1510439396364
18119094984729765126	14771401151246747869	2088744084966503495	3644727946432331242	3147549517309679058	1510948498121
4008144405061843814	14771401151246747869	10102331001694352506	4333393905363336546	16753307855305744920	1511211329254
16167742236506036899	14771401151246747869	11243669257804192842	3644727946432331242	18244986807144649004	1511134548245
14646453302813684475	14771401151246747869	7432125726098418341	13064374487915183079	3749581593251313035	1510791926106
7909106534562659042	14771401151246747869	16906770331314200895	10094732775563391999	14738979299495365534	1510876599185
14077945684492964131	14771401151246747869	17187069565988347926	13064374487915183079	17702733597387919111	1510871406435
4480532158512064597	14771401151246747869	1203421708443388159	10094732775563391999	14738979299495365534	1510632621149
12064261874011234401	14771401151246747869	6863999619706147373	11285758582461727578	13063420908343408112	1511112788360
9576840202439772498	14771401151246747869	14105209580767565372	10094732775563391999	17591679367798939946	1510536627345
6560765278178307547	14771401151246747869	5983833977452143378	1380988313069126961	3749581593251313035	1510714339365
